organization_id;sales_order;date_create;status;code;client_id;tvz_id;cost_price;price_b2b_gross;price_b2c_gross;quantity;
1;2051029708;2022-08-05T10:03:02.959;4;1167;27392;1469;118.062035;138.710767;150.878;2;
1;2051032895;2022-08-19T17:24:03.740;0;1167;23128;1579;118.062035;138.710767;149.8003;2;
1;2051035111;2022-08-28T07:17:02.106;0;46050;13817;330;121.952532;142.612041;155.1888;2;
2;2051033346;2022-08-21T14:51:06.546;0;22899;24728;2696;50.996764;71.66705;77.5944;4;
13;2051019087;2022-06-12T18:43:02.288;0;51491;35611;6790;38.700207;59.370493;63.5843;1;
13;2051030974;2022-08-12T15:12:03.633;0;65445;55060;6935;171.699164;192.36945;227.3947;1;
2;2051024144;2022-07-05T12:40:05.190;0;65445;5204;2728;171.699164;192.380227;206.9184;1;
8;2051034090;2022-08-23T19:51:03.002;0;43758;69696;5345;158.152475;178.844315;197.2191;3;
5;2051032803;2022-08-19T12:51:08.491;0;46284;51856;3131;168.87559;189.578207;209.0738;1;
1;2051027124;2022-07-18T17:41:02.547;0;6183;61374;809;25.584598;46.287215;49.5742;10;
1;2051020560;2022-06-20T18:29:03.381;3;39563;31347;1130;267.48514;288.187757;314.6884;4;
1;2051021504;2022-06-24T14:57:03.134;0;39563;1972;1522;267.48514;288.187757;320.0769;1;
1;2051018872;2022-06-11T10:12:02.787;0;1167;16074;449;118.062035;138.775429;150.878;2;
2;2051034700;2022-08-26T11:44:04.319;0;66667;70011;2434;232.869416;253.604364;270.5027;1;
1;2051024267;2022-07-05T19:46:04.910;0;49131;62395;1376;46.750626;67.485574;72.2059;3;
5;2051023808;2022-07-04T10:44:03.084;0;62206;4545;3886;158.572778;179.307726;193.986;2;
1;2051028525;2022-07-28T07:52:02.957;0;67132;35312;87;70.298371;91.044096;101.3038;1;
2;2051030538;2022-08-10T14:43:11.412;0;62206;18964;1990;158.572778;179.318503;202.6076;1;
2;2051018864;2022-06-11T09:18:02.413;0;22201;7769;1737;148.453175;169.209677;181.0536;1;
1;2051025568;2022-07-11T15:15:02.264;0;60302;26752;321;105.07575;125.832252;140.101;2;
1;2051027550;2022-07-20T19:11:02.557;0;60302;61851;1098;105.07575;125.832252;144.4118;3;
1;2051035285;2022-08-28T20:40:02.592;0;4317;65028;457;24.57156;45.328062;48.4965;3;
1;2051024391;2022-07-06T09:52:08.248;0;49264;10459;792;115.227684;135.984186;147.6449;5;
1;2051028410;2022-07-27T10:06:07.671;0;49264;70780;101;115.227684;135.984186;151.9557;2;
15;2051029562;2022-08-04T11:16:06.104;0;50058;34019;8615;135.35912;156.115622;167.0435;1;
5;2051019293;2022-06-14T08:39:02.758;1;65618;1919;3345;104.127374;124.894653;133.6348;15;
1;2051017080;2022-06-01T21:50:02.981;0;61542;42882;733;13.47125;34.249306;36.6418;1;
1;2051017906;2022-06-06T23:37:02.893;0;61542;11399;954;13.47125;34.249306;36.6418;3;
1;2051018129;2022-06-07T23:11:01.862;0;61542;50583;1322;13.47125;34.249306;36.6418;2;
13;2051018508;2022-06-09T13:15:02.702;0;61542;41635;7194;13.47125;34.249306;36.6418;2;
1;2051019240;2022-06-13T20:50:06.937;0;61542;14243;481;13.47125;34.249306;36.6418;1;
13;2051020365;2022-06-19T19:21:03.934;0;61542;12725;6939;13.47125;34.249306;36.6418;3;
2;2051025884;2022-07-12T19:26:07.943;0;56599;15066;2442;290.860453;311.649286;334.087;1;
5;2051017362;2022-06-03T18:18:03.299;0;46553;20532;3406;429.323349;450.122959;483.8873;1;
1;2051020685;2022-06-21T11:35:03.663;0;37601;3195;1029;136.242834;157.042444;177.8205;1;
2;2051025800;2022-07-12T14:10:04.223;0;20380;16726;2610;37.622507;58.422117;62.5066;1;
1;2051027699;2022-07-21T12:33:03.691;0;20380;52036;1072;37.622507;58.422117;62.5066;1;
1;2051026638;2022-07-16T11:25:02.654;0;22644;23115;135;53.647906;74.458293;79.7498;3;
1;2051029286;2022-08-02T20:17:02.977;0;16833;5575;356;116.240722;137.051109;154.1111;2;
5;2051023236;2022-07-01T13:27:03.833;0;40120;57116;3401;78.014703;98.846644;122.8578;1;
11;2051030642;2022-08-11T03:43:01.878;0;56608;21813;6450;164.122933;184.954874;211.2292;1;
1;2051023420;2022-07-02T11:45:03.023;0;54410;28885;330;86.830289;107.66223;119.6247;2;
2;2051023987;2022-07-04T21:04:03.631;0;60286;12921;2549;243.107566;263.961061;283.4351;1;
2;2051026176;2022-07-13T21:47:02.536;0;60286;12921;2549;243.107566;263.961061;283.4351;1;
1;2051018363;2022-06-08T21:13:02.607;0;48184;9724;879;59.510594;80.364089;100.2261;2;
1;2051022851;2022-06-29T20:55:33.950;0;66645;6864;870;152.516104;173.369599;187.5198;10;
8;2051018861;2022-06-11T08:36:05.440;0;44298;57070;5535;406.497663;427.361935;497.8974;1;
1;2051031556;2022-08-15T16:37:04.426;0;17515;42929;929;325.055874;345.9417;369.6511;1;
1;2051035592;2022-08-29T20:17:03.186;0;17515;26321;1124;325.055874;345.9417;369.6511;1;
2;2061089195;2022-08-25T21:17:44.312;0;3375;72197;1695;211.261531;232.147357;258.648;1;
13;2051032096;2022-08-17T09:27:08.630;0;11749;13339;7213;239.044637;259.94124;333.0093;2;
2;2051023929;2022-07-04T17:24:03.803;0;15645;36837;2267;146.297775;167.194378;178.8982;1;
1;2051035880;2022-08-31T01:07:05.675;0;64282;26163;685;130.143052;151.039655;167.0435;1;
1;2051025020;2022-07-08T09:51:03.222;0;54410;29262;897;86.830289;107.737669;119.6247;2;
1;2051027074;2022-07-18T15:52:01.903;3;54410;64298;1413;86.830289;107.737669;119.6247;3;
1;2051034608;2022-08-26T00:46:02.048;0;51447;6041;160;117.36153;138.279687;148.7226;10;
1;2051035866;2022-08-30T22:48:03.531;0;51447;58478;989;117.36153;138.279687;148.7226;2;
15;2051021825;2022-06-26T09:03:04.968;0;60286;34069;8637;243.107566;264.0365;294.2121;1;
7;2051032205;2022-08-17T14:30:04.267;0;58794;54009;4952;153.518365;174.447299;195.0637;4;
7;2051026472;2022-07-14T22:07:02.122;0;3845;36704;4799;324.204491;345.144202;369.6511;1;
1;2051034261;2022-08-24T19:18:02.295;0;67109;60842;894;68.703375;89.643086;95.9153;1;
1;2051035630;2022-08-29T23:41:01.869;4;67109;12504;814;68.703375;89.643086;95.9153;3;
13;2051026305;2022-07-14T12:06:02.024;0;60800;66109;7577;145.478723;166.429211;179.9759;1;
2;2051017128;2022-06-02T10:14:02.231;0;16403;53038;2510;96.863676;117.814164;135.7902;1;
1;2051023222;2022-07-01T12:22:04.988;0;11865;34394;704;78.370344;99.320832;131.4794;1;
1;2051035529;2022-08-29T17:23:04.503;0;650;2487;804;106.401321;127.351809;143.3341;1;
1;2051035796;2022-08-30T18:07:03.846;0;650;64923;1629;106.401321;127.351809;143.3341;1;
5;2051019181;2022-06-13T15:07:03.089;0;38116;56498;3429;133.397706;154.358971;182.1313;2;
5;2051019232;2022-06-13T19:56:01.985;0;38116;40792;3214;133.397706;154.358971;182.1313;3;
5;2051024820;2022-07-07T13:16:05.542;0;59090;17916;3687;112.048469;133.020511;144.4118;2;
2;2051035307;2022-08-28T21:57:02.305;0;48804;55753;2685;394.319653;415.291695;454.7894;1;
1;2051025141;2022-07-08T16:44:04.302;0;38887;3352;1171;62.215621;83.19844;91.6045;1;
2;2051032215;2022-08-17T14:52:02.530;0;58795;37012;2133;32.912958;53.895777;58.1958;2;
15;2051033580;2022-08-22T12:33:04.163;0;28070;8726;8361;53.658683;74.641502;86.216;3;
1;2051016972;2022-06-01T10:58:02.606;0;55001;58252;1593;42.159624;63.15322;67.8951;1;
6;2051033696;2022-08-22T16:42:06.126;0;26779;70216;4271;96.292495;117.286091;136.8679;10;
1;2051018176;2022-06-08T09:44:03.099;0;39563;42917;1233;267.48514;288.478736;318.9992;1;
1;2051019120;2022-06-13T00:45:02.632;0;39563;29360;569;267.48514;288.478736;314.6884;1;
1;2051017617;2022-06-05T11:46:02.161;0;162;60349;1456;120.993379;141.997752;155.1888;2;
1;2051019443;2022-06-14T18:57:02.171;0;50547;852;246;81.409458;102.413831;128.2463;4;
1;2051023429;2022-07-02T12:29:02.959;0;53911;59971;1202;102.435385;123.439758;149.8003;4;
1;2051032339;2022-08-17T21:13:04.439;0;56083;63728;767;9.214335;30.218708;32.331;20;
1;2051033475;2022-08-22T07:49:05.964;0;56083;56886;546;9.214335;30.218708;32.331;6;
7;2061089237;2022-08-30T20:22:27.247;0;56083;72213;4947;9.214335;30.218708;32.331;1;
13;2051025713;2022-07-12T09:36:09.957;0;49083;8639;7336;80.428751;101.433124;132.5571;1;
5;2051023827;2022-07-04T12:12:03.806;0;61029;19908;3923;329.485221;350.500371;375.0396;1;
13;2051032493;2022-08-18T11:49:07.134;0;52779;51925;7338;169.823966;190.849893;225.2393;1;
2;2051032182;2022-08-17T13:25:02.825;0;63235;1063;2188;244.96121;265.987137;297.4452;1;
2;2051033891;2022-08-23T10:48:09.469;0;63235;55828;2196;244.96121;265.987137;294.2121;1;
5;2051027975;2022-07-23T19:34:01.619;0;15168;51528;3663;182.23907;203.264997;217.6954;1;
2;2051022181;2022-06-27T18:42:21.349;0;2928;54255;1884;260.58786;281.635341;303.9114;1;
15;2051020848;2022-06-21T18:53:05.782;0;48689;20912;8507;165.394619;186.4421;201.5299;1;
7;2051024465;2022-07-06T12:37:03.553;0;38063;36471;4783;46.427316;67.485574;72.2059;3;
1;2051016973;2022-06-01T10:58:03.302;0;46463;46526;903;81.68966;102.747918;126.0909;1;
1;2051021473;2022-06-24T11:29:10.099;0;43570;30808;161;102.403054;123.461312;144.4118;2;
5;2051018875;2022-06-11T10:45:03.053;1;22650;38084;3452;263.71319;284.771448;304.9891;1;
13;2051018825;2022-06-10T22:38:02.461;0;19130;8696;7207;387.46278675;408.534516;437.5462;1;
1;2051036121;2022-08-31T21:46:04.578;0;12761;63018;1556;117.372307;138.462896;151.9557;1;
1;2051030668;2022-08-11T10:07:07.649;0;162;23136;547;120.993379;142.094745;155.1888;2;
1;2051035575;2022-08-29T19:34:02.269;0;162;6465;1179;120.993379;142.094745;155.1888;2;
1;2051020287;2022-06-19T11:19:02.197;0;20389;70379;524;39.314496;60.426639;64.662;1;
1;2051021096;2022-06-22T16:03:02.634;0;20389;70379;529;39.314496;60.426639;64.662;1;
7;2051034845;2022-08-26T21:17:03.143;0;63404;18270;4741;147.364698;168.487618;190.7529;10;
1;2051033431;2022-08-21T20:33:02.755;0;66749;64641;918;33.257822;54.391519;58.1958;1;
1;2051027466;2022-07-20T14:25:03.419;3;57588;30681;923;112.781305;133.936556;146.5672;4;
1;2051027582;2022-07-20T21:09:05.336;3;57588;10624;938;112.781305;133.936556;146.5672;7;
2;2051032094;2022-08-17T09:27:07.986;0;56641;7391;1696;257.915164;279.081192;295.2898;1;
2;2051031494;2022-08-15T12:49:03.542;0;50273;52283;2645;195.839644;217.005672;248.9487;1;
1;2051033663;2022-08-22T15:05:05.906;0;4351;5069;134;27.168817;48.345622;51.7296;4;
1;2051027915;2022-07-22T22:37:02.659;0;59766;24296;779;292.045923;313.233505;335.1647;1;
1;2051018167;2022-06-08T09:00:04.282;0;17963;15943;967;94.08321;115.270792;136.8679;3;
1;2051018809;2022-06-10T20:49:03.705;0;17963;2870;398;94.08321;115.270792;136.8679;1;
5;2051020784;2022-06-21T15:24:16.722;0;63928;17258;3146;212.026698;233.21428;268.3473;1;
13;2051031960;2022-08-16T19:16:03.250;0;45729;1308;7326;446.738981;467.926563;557.1709;1;
15;2051022256;2022-06-27T22:58:19.709;0;51879;49969;8315;301.11422965;322.307739;344.864;1;
1;2051028491;2022-07-27T19:18:12.588;0;65841;70793;1300;83.554081;104.75244;112.0808;2;
1;2051026738;2022-07-16T23:20:01.859;0;37601;33358;777;136.242834;157.441193;177.8205;1;
1;2051027402;2022-07-20T10:35:02.098;0;41133;27825;1124;340.714855;361.913214;387.972;1;
1;2051030920;2022-08-12T11:46:03.994;0;41133;47621;625;340.714855;361.913214;387.972;2;
1;2051030815;2022-08-11T21:27:02.708;0;32539;71719;1233;26.134225;47.343361;50.6519;3;
2;2051024442;2022-07-06T11:53:03.732;0;7184;69909;2682;99.417825;120.637738;129.324;3;
9;2061089184;2022-08-23T18:37:18.528;0;41788;73639;5893;357.47309;378.70378;405.2152;1;
1;2051020128;2022-06-18T10:19:19.472;0;55001;61879;1104;42.159624;63.390314;67.8951;3;
1;2051018003;2022-06-07T13:24:03.385;0;52083;25803;829;75.686871;96.917561;107.77;1;
1;2051018073;2022-06-07T19:23:09.540;0;39542;69316;1010;200.161221;221.391911;254.3372;2;
1;2051023310;2022-07-01T19:15:05.723;0;66996;67488;604;91.572169;112.802859;120.7024;1;
1;2051026402;2022-07-14T17:13:03.356;0;66996;45568;852;91.572169;112.802859;120.7024;2;
1;2051032122;2022-08-17T10:44:03.719;0;17892;57772;480;14.0101;35.251567;37.7195;1;
13;2051032598;2022-08-18T17:11:10.864;0;49180;150;7049;203.502091;224.765112;245.7156;1;
13;2051021635;2022-06-25T08:45:02.535;0;55991;41655;7183;137.568405;158.831426;172.432;3;
1;2051021515;2022-06-24T15:30:03.674;0;37894;59914;1114;103.987273;125.261071;144.4118;2;
1;2051022424;2022-06-28T14:18:03.522;0;40252;31950;646;16.909113;38.204465;40.9526;1;
1;2051030145;2022-08-08T12:14:02.949;2;22885;30024;787;55.253679;76.549031;81.9052;2;
1;2051022513;2022-06-28T19:17:42.249;0;47796;69138;1090;43.097223;64.403352;68.9728;1;
1;2051030903;2022-08-12T10:29:08.029;0;6856;62956;872;77.012442;98.329348;109.9254;1;
1;2051036018;2022-08-31T13:39:01.893;0;57041;2931;686;101.562448;122.879354;131.4794;1;
1;2051027512;2022-07-20T16:26:03.422;0;52937;69175;536;77.281867;98.60955;105.6146;1;
13;2051019842;2022-06-16T19:54:06.500;0;49070;12813;7305;371.763392;393.091075;465.5664;1;
1;2051016973;2022-06-01T10:58:03.302;0;45296;46526;903;154.046438;175.384898;202.6076;1;
1;2051017006;2022-06-01T15:33:03.631;0;45296;25949;266;154.046438;175.384898;202.6076;1;
5;2051023140;2022-06-30T23:25:02.126;0;44056;53924;3075;402.294633;423.633093;453.7117;1;
13;2051027842;2022-07-22T10:06:02.574;0;62983;21591;7478;84.416241;105.754701;113.1585;1;
1;2051023786;2022-07-04T09:27:04.425;0;56771;6845;839;88.166637;109.515874;136.8679;1;
1;2051025775;2022-07-12T12:54:02.968;0;56771;4216;556;88.166637;109.515874;136.8679;3;
2;2051019872;2022-06-16T23:30:03.783;0;14624;65112;1718;135.520775;156.870012;178.8982;1;
5;2051019780;2022-06-16T14:09:09.450;0;49587;38827;3386;162.474052;183.834066;218.7731;2;
1;2051028723;2022-07-29T13:23:03.379;0;39106;4341;964;189.147127;210.507141;225.2393;1;
1;2051019927;2022-06-17T11:18:03.958;0;1804;12588;161;99.353163;120.723954;132.5571;2;
2;2051018864;2022-06-11T09:18:02.413;0;60096;7769;1737;102.3815;123.773845;132.5571;1;
1;2051024945;2022-07-07T22:45:03.080;0;47617;50441;1571;10.777;32.169345;34.4864;3;
13;2051027761;2022-07-21T17:15:02.925;0;18969;13501;7632;263.37640875;284.771448;304.9891;1;
5;2051025064;2022-07-08T12:33:12.639;1;59770;14386;3766;296.87563555;318.277141;340.5532;1;
5;2051025066;2022-07-08T12:33:14.233;1;59770;14386;3766;296.87563555;318.277141;340.5532;1;
1;2051017371;2022-06-03T19:32:06.663;0;55838;61851;1098;95.031586;116.434708;134.7125;5;
5;2051027830;2022-07-22T08:30:01.918;0;37962;38733;3935;118.018927;139.422049;150.878;1;
13;2051032833;2022-08-19T14:08:02.315;0;57638;1486;7553;107.511352;128.925251;137.9456;1;
1;2051035133;2022-08-28T09:25:02.247;0;11974;50247;912;15.852967;37.266866;39.8749;2;
1;2051020582;2022-06-20T20:18:02.589;0;28742;27576;457;116.445485;137.859384;147.6449;6;
1;2051020881;2022-06-21T20:32:03.323;0;28742;51148;677;116.445485;137.859384;147.6449;3;
1;2051021192;2022-06-22T22:38:02.585;0;28742;45391;446;116.445485;137.859384;147.6449;2;
1;2051021736;2022-06-25T16:52:20.648;0;28742;12310;1121;116.445485;137.859384;147.6449;2;
1;2051021978;2022-06-26T23:24:21.453;0;28742;11907;710;116.445485;137.859384;147.6449;4;
13;2051024081;2022-07-05T09:56:07.087;0;46091;1523;7478;98.124585;119.538484;150.878;1;
2;2051025470;2022-07-11T07:35:27.631;0;28742;8721;2656;116.445485;137.859384;147.6449;1;
13;2051026447;2022-07-14T20:51:03.019;0;28742;41541;6985;116.445485;137.859384;147.6449;2;
5;2051021512;2022-06-24T15:19:04.332;0;61013;54388;3181;157.365754;178.79043;210.1515;1;
13;2051029668;2022-08-04T22:25:02.126;0;52937;66223;7665;77.281867;98.706543;105.6146;3;
1;2051026194;2022-07-13T23:04:03.217;0;41553;25625;717;40.9526;62.388053;66.8174;10;
5;2051022458;2022-06-28T16:08:05.578;0;22887;20337;3568;72.227454;93.673684;100.2261;1;
2;2051023302;2022-07-01T18:31:05.001;0;22887;55170;2592;72.227454;93.673684;100.2261;1;
1;2051033887;2022-08-23T10:26:06.697;0;7184;68502;628;99.417825;120.864055;129.324;1;
1;2051035796;2022-08-30T18:07:03.846;0;66746;64923;1629;114.505625;135.951855;148.7226;1;
1;2051017086;2022-06-01T22:23:03.334;0;66234;25624;732;120.907163;142.374947;155.1888;6;
1;2051021199;2022-06-22T23:00:02.964;0;66234;25534;310;120.907163;142.385724;157.3442;2;
1;2051027561;2022-07-20T19:22:04.028;0;66234;64412;1022;120.907163;142.385724;155.1888;1;
1;2051034020;2022-08-23T16:03:07.982;0;66234;3658;1046;120.907163;142.385724;155.1888;1;
15;2051029796;2022-08-05T17:18:02.030;0;45778;49967;8399;12.770745;34.249306;36.6418;6;
1;2051018989;2022-06-12T10:06:02.081;0;51606;27453;1656;198.878758;220.368096;236.0163;7;
2;2051023816;2022-07-04T11:17:02.761;0;58847;70011;2434;217.210435;238.71055;255.4149;1;
1;2051023222;2022-07-01T12:22:04.988;0;60096;34394;704;102.3815;123.881615;132.5571;1;
1;2051024526;2022-07-06T15:10:21.314;0;60096;2912;39;102.3815;123.881615;132.5571;1;
1;2051027648;2022-07-21T10:11:02.405;0;67148;26317;1182;109.440435;130.94055;140.101;2;
1;2051019069;2022-06-12T16:04:02.462;0;4332;25277;731;44.907759;66.407874;71.1282;2;
1;2051022542;2022-06-28T20:23:20.185;0;56397;5117;478;32.891404;54.391519;58.1958;2;
5;2051034058;2022-08-23T18:02:05.857;0;32891;38298;3401;66.127672;87.627787;93.7599;20;
7;2051030939;2022-08-12T12:52:02.415;0;66667;16820;5071;221.2259452;242.730371;259.7257;1;
1;2051023700;2022-07-03T18:36:03.222;0;66934;42871;945;371.299981;392.810873;420.303;1;
7;2051029609;2022-08-04T15:58:02.099;0;50109;8024;4582;48.981465;70.503134;75.439;8;
1;2051019860;2022-06-16T21:43:02.583;0;62229;7036;872;45.899243;67.420912;72.2059;5;
1;2051019889;2022-06-17T06:48:02.729;0;62229;64833;822;45.899243;67.420912;72.2059;3;
1;2051020801;2022-06-21T16:08:05.770;0;62229;48995;1280;45.899243;67.420912;72.2059;16;
1;2051021283;2022-06-23T12:04:03.308;0;62229;59087;946;45.899243;67.420912;72.2059;1;
1;2051023045;2022-06-30T15:06:04.016;0;62229;51063;167;45.899243;67.420912;72.2059;4;
13;2051032504;2022-08-18T12:11:05.615;0;11749;7783;7231;239.044637;260.566306;334.087;1;
15;2051027462;2022-07-20T14:14:03.714;0;15088;52103;8307;228.25686;249.789306;267.2696;1;
1;2051017168;2022-06-02T13:29:03.538;0;33748;27545;391;38.894193;60.426639;64.662;3;
1;2051032057;2022-08-17T07:50:04.711;0;9581;29949;735;31.846035;53.378481;57.1181;4;
1;2051021283;2022-06-23T12:04:03.308;0;7070;59087;946;25.75703;47.289476;50.6519;1;
1;2051025607;2022-07-11T18:19:05.467;0;7070;49423;916;25.75703;47.289476;50.6519;1;
1;2051020505;2022-06-20T14:07:04.887;0;39506;10395;402;104.849433;126.392656;139.0233;3;
8;2051030327;2022-08-09T12:24:02.135;0;28742;56594;5243;116.445485;137.988708;147.6449;2;
1;2051031131;2022-08-13T14:10:02.063;0;39506;10395;402;104.849433;126.392656;139.0233;3;
1;2051021414;2022-06-23T22:56:18.772;0;42945;70163;744;142.622818;164.176818;187.5198;2;
5;2051028282;2022-07-26T11:22:02.731;0;60782;54393;3695;237.094;258.648;276.9689;1;
5;2051018793;2022-06-10T19:02:02.716;1;37562;53686;3404;68.983577;90.559131;96.993;3;
1;2051029286;2022-08-02T20:17:02.977;0;1950;5575;356;62.021635;83.597189;89.4491;2;
5;2051023574;2022-07-03T08:58:03.549;0;66080;54441;3777;75.191129;96.766683;105.6146;1;
5;2051030098;2022-08-08T09:09:02.852;0;67030;52753;3567;187.907772;209.494103;224.1616;1;
13;2051028028;2022-07-24T12:40:01.626;0;44880;21416;7463;39.853346;61.439677;65.7397;2;
1;2051030934;2022-08-12T12:41:07.003;0;7070;46993;1312;25.75703;47.343361;50.6519;1;
1;2051031392;2022-08-15T02:06:02.045;0;7070;25175;1126;25.75703;47.343361;50.6519;2;
1;2051031792;2022-08-16T10:54:07.544;2;7070;56111;1135;25.75703;47.343361;50.6519;1;
1;2051034288;2022-08-24T21:27:02.511;0;7070;4905;317;25.75703;47.343361;50.6519;10;
1;2051035417;2022-08-29T10:25:03.216;0;7070;46993;1612;25.75703;47.343361;50.6519;1;
1;2051023274;2022-07-01T16:00:06.565;0;61243;43392;1182;188.92081;210.507141;225.2393;2;
1;2051030258;2022-08-09T01:44:01.709;0;56374;50035;610;109.580536;131.188421;144.4118;1;
1;2051035978;2022-08-31T12:22:01.993;3;56687;34394;704;158.680548;180.288433;192.9083;1;
1;2051035991;2022-08-31T12:55:05.362;3;56687;34394;704;158.680548;180.288433;192.9083;1;
1;2051036000;2022-08-31T13:17:02.138;0;56687;34394;704;158.680548;180.288433;192.9083;1;
2;2051034163;2022-08-24T00:12:03.631;0;61767;65112;1697;223.967614;245.575499;284.5128;1;
14;2051033074;2022-08-20T13:06:03.968;4;54261;70747;7836;245.2855977;266.903182;285.5905;1;
13;2051024645;2022-07-06T21:09:02.940;0;50159;7673;7305;67.011386;88.630048;94.8376;1;
13;2051024881;2022-07-07T18:01:13.611;0;50159;7673;7305;67.011386;88.630048;94.8376;1;
1;2051029563;2022-08-04T11:27:02.130;4;35903;68615;458;10.615345;32.234007;34.4864;3;
7;2051024355;2022-07-06T08:03:03.565;0;56608;35444;4727;164.122933;185.763149;216.6177;1;
1;2051023999;2022-07-04T21:26:08.433;0;58084;45770;497;60.943935;82.594928;88.3714;1;
1;2051024310;2022-07-05T22:18:03.242;0;58084;65017;317;60.943935;82.594928;88.3714;2;
1;2051025025;2022-07-08T10:02:03.244;0;58084;64101;527;60.943935;82.594928;88.3714;1;
8;2051021578;2022-06-24T20:25:02.803;0;66162;21032;5294;111.337187;132.98818;150.878;1;
13;2051018416;2022-06-09T08:19:02.879;0;51101;66234;7626;240.488755;262.161302;314.6884;1;
2;2051022321;2022-06-28T10:00:08.781;0;51491;55693;2085;38.700207;60.372754;64.662;1;
15;2051033894;2022-08-23T10:48:10.517;0;21007;42106;8444;208.804375;230.476922;264.0365;1;
1;2051018278;2022-06-08T15:25:03.308;0;18278;10510;1044;177.745061;199.428385;213.3846;2;
1;2051029062;2022-08-01T15:24:02.203;3;60302;59775;1388;105.07575;126.780628;140.101;1;
13;2051018160;2022-06-08T08:06:02.557;0;60991;13020;6930;37.557845;59.262723;63.5843;2;
1;2051029201;2022-08-02T13:14:03.810;3;18321;61851;1098;37.7195;59.424378;63.5843;7;
1;2051029219;2022-08-02T14:20:02.438;0;18321;61851;1098;37.7195;59.424378;63.5843;7;
13;2051018417;2022-06-09T08:19:03.440;0;47887;7894;7457;261.730222;283.445877;343.7863;2;
1;2051023922;2022-07-04T17:02:04.710;0;41565;70430;200;21.510892;43.226547;46.3411;2;
1;2051023444;2022-07-02T13:35:04.581;0;45996;58408;757;60.879273;82.594928;88.3714;2;
1;2051023737;2022-07-03T22:55:03.476;0;45996;6593;1295;60.879273;82.594928;88.3714;1;
1;2051017796;2022-06-06T12:57:03.597;0;59944;25076;997;46.750626;68.487835;73.2836;2;
2;2051020652;2022-06-21T09:03:03.061;0;59944;5219;2482;46.750626;68.487835;73.2836;4;
1;2051018900;2022-06-11T12:56:03.475;0;42879;61782;967;38.624768;60.372754;64.662;2;
1;2051021324;2022-06-23T14:39:37.722;0;2927;64064;448;158.368015;180.116001;192.9083;2;
1;2051025445;2022-07-10T23:27:03.893;0;42879;49167;527;38.624768;60.372754;64.662;5;
5;2051034069;2022-08-23T18:57:06.484;0;11445;54298;3556;39.680914;61.439677;65.7397;2;
2;2051022656;2022-06-29T10:46:21.952;0;9435;56329;2698;118.568554;140.327317;160.5773;3;
8;2051025406;2022-07-10T16:21:03.418;0;65618;34892;5377;104.127374;125.896914;134.7125;1;
1;2051025295;2022-07-09T16:51:50.957;0;10717;60102;921;20.497854;42.267394;45.2634;1;
2;2051016994;2022-06-01T12:44:02.330;0;61542;56352;2646;13.47125;35.251567;37.7195;20;
2;2051017317;2022-06-03T13:57:02.638;0;61542;36510;2715;13.47125;35.251567;37.7195;6;
2;2051017526;2022-06-04T19:37:01.960;0;61542;12880;2569;13.47125;35.251567;37.7195;10;
2;2051019549;2022-06-15T10:01:03.476;0;61542;54496;1956;13.47125;35.251567;37.7195;3;
1;2051017371;2022-06-03T19:32:06.663;0;52042;61851;1098;18.3209;40.101217;43.108;2;
7;2051026815;2022-07-17T12:04:04.961;0;47795;37239;4914;247.536913;269.31723;300.6783;1;
2;2051018699;2022-06-10T12:18:04.530;0;42597;55177;2427;38.58166;60.372754;64.662;1;
1;2051031723;2022-08-16T07:38:05.237;0;41565;43064;1145;21.510892;43.312763;46.3411;3;
1;2051021224;2022-06-23T07:47:22.970;0;1225;11053;333;19.3986;41.222025;44.1857;1;
1;2051021464;2022-06-24T10:45:13.735;0;1225;23192;777;19.3986;41.222025;44.1857;2;
1;2051022118;2022-06-27T14:16:25.209;0;22644;36002;1630;53.647906;75.471331;80.8275;2;
1;2051028484;2022-07-27T17:43:03.404;0;22644;58505;788;53.647906;75.471331;80.8275;3;
2;2051029550;2022-08-04T10:32:09.784;0;11820;38759;2160;50.813555;72.647757;80.8275;2;
13;2051017649;2022-06-05T14:58:03.206;0;49587;50379;7674;162.474052;184.319031;225.2393;1;
8;2051018817;2022-06-10T21:54:02.921;0;66325;53332;5457;117.242983;139.098739;154.1111;2;
8;2051021839;2022-06-26T10:41:02.816;0;66325;53332;5457;117.242983;139.098739;154.1111;2;
5;2051033683;2022-08-22T16:31:02.330;0;4176;7975;3685;145.909803;167.765559;191.8306;1;
1;2051017315;2022-06-03T13:46:02.097;0;37579;66697;1585;181.59245;203.458983;217.6954;2;
1;2051018263;2022-06-08T14:30:04.912;3;472;45903;751;124.485127;146.362437;159.4996;1;
1;2051018272;2022-06-08T14:52:03.095;0;472;45903;751;124.485127;146.362437;159.4996;1;
1;2051029648;2022-08-04T19:24:02.411;0;21667;66555;703;106.778516;128.655826;146.5672;20;
5;2051019944;2022-06-17T12:13:03.938;0;56995;40406;3403;421.865665;443.753752;475.2657;1;
1;2051017392;2022-06-03T21:20:02.992;0;42939;6207;546;25.315173;47.20326;50.6519;1;
8;2051025001;2022-07-08T08:34:26.079;0;60982;20906;5557;32.503432;54.391519;58.1958;1;
1;2051025047;2022-07-08T12:12:08.886;3;52042;49187;1017;18.3209;40.208987;43.108;1;
1;2051018580;2022-06-09T18:50:04.841;4;29982;58659;746;248.043432;269.931519;288.8236;1;
