organization_id;sales_order;date_create;status;code;client_id;tvz_id;cost_price;price_b2b_gross;price_b2c_gross;quantity;
5;2051016995;2022-06-01T12:54:02.519;0;4006;53476;4121;508.943825;0;0;1;
5;2051017346;2022-06-03T17:01:11.120;0;4006;54571;3452;508.943825;0;0;1;
13;2051023149;2022-07-01T00:09:06.921;3;50245;35644;7670;192.951408;0;0;1;
13;2061089102;2022-07-01T00:16:58.612;3;50245;72642;7660;192.951408;0;0;1;
13;2051031588;2022-08-15T17:53:03.659;3;58514;60448;7174;343.107349;0;0;3;
1;2051035900;2022-08-31T08:13:07.367;0;47396;24183;767;285.213305;0;0;2;
9;2051030288;2022-08-09T09:40:04.065;0;36947;71492;5950;1343.159064;0;0;1;
9;2051030688;2022-08-11T12:16:06.441;3;43405;35097;5904;782.367092;0;0;1;
5;2051032176;2022-08-17T13:14:05.445;0;22956;18128;3281;739.539294;0;0;1;
1;2051022987;2022-06-30T11:58:05.731;0;51730;43337;896;348.431187;0;0;1;
7;2051028761;2022-07-29T19:47:02.949;1;47396;55014;4800;285.213305;0;0;1;
5;2051017029;2022-06-01T17:09:03.078;0;61148;20035;3721;584.54448;0;0;1;
5;2051018868;2022-06-11T09:40:02.959;0;61148;55423;3754;584.54448;0;0;1;
5;2051018908;2022-06-11T13:51:02.815;1;61148;20497;3341;584.54448;0;0;1;
5;2051022655;2022-06-29T10:46:21.629;0;61148;11677;3633;584.54448;0;0;1;
5;2051023946;2022-07-04T18:19:05.738;0;61148;70717;3107;584.54448;0;0;1;
5;2051026186;2022-07-13T22:42:03.205;1;61148;40964;3568;584.54448;0;0;1;
2;2051020244;2022-06-19T00:58:02.745;0;51730;5204;2728;348.431187;0;0;1;
5;2051022712;2022-06-29T13:42:20.705;0;43405;41125;3861;782.367092;0;0;2;
13;2051033229;2022-08-21T07:14:05.736;3;60147;13029;6862;248.765491;0;0;1;
1;2051030230;2022-08-08T19:48:02.562;0;38150;26029;1562;2026.388533;0;0;1;
8;2051022247;2022-06-27T22:47:20.096;0;51936;42052;5510;1153.89339;0;0;1;
1;2051019388;2022-06-14T15:30:02.686;1;4006;29466;792;508.943825;0;0;2;
2;2051031941;2022-08-16T18:10:03.814;0;51730;14938;2649;348.431187;0;0;1;
1;2051029409;2022-08-03T14:01:12.375;0;56781;25526;322;436.4685;0;0;10;
5;2051020825;2022-06-21T17:36:02.787;0;51730;38519;3281;348.431187;0;0;1;
5;2051022558;2022-06-28T21:18:25.521;0;51730;7981;3933;348.431187;0;0;1;
2;2051019705;2022-06-16T08:53:02.912;0;4006;16629;2403;508.943825;0;0;1;
2;2051020967;2022-06-22T08:54:04.245;0;4006;16629;2403;508.943825;0;0;1;
1;2051021657;2022-06-25T11:22:02.588;0;48271;58608;877;930.744828;0;0;1;
1;2051022747;2022-06-29T15:12:40.048;0;57554;64273;1513;699.157875;0;0;2;
1;2051021202;2022-06-22T23:22:02.406;0;58042;46804;437;1137.846437;0;0;1;
2;2051020232;2022-06-18T22:19:02.390;0;61998;36843;2311;284.361922;0;0;1;
5;2051017762;2022-06-06T09:53:02.842;0;60911;55067;3262;1730.699984;0;0;2;
5;2051018099;2022-06-07T21:03:02.571;0;60911;55067;3262;1730.699984;0;0;1;
5;2051019948;2022-06-17T12:24:06.454;0;43405;58092;3378;782.367092;0;0;1;
5;2051020080;2022-06-17T22:54:02.105;0;43405;11727;3111;782.367092;0;0;2;
1;2051036078;2022-08-31T18:09:02.501;0;52905;31017;31;481.19305;0;0;3;
2;2051018769;2022-06-10T16:50:04.301;0;50316;59435;2434;549.917979;0;0;2;
8;2051018235;2022-06-08T13:24:02.099;0;38751;66379;5747;1037.975978;0;0;1;
1;2051020787;2022-06-21T15:35:04.792;0;60911;50492;604;1730.699984;0;0;6;
13;2051035346;2022-08-29T06:18:02.445;3;66656;66278;7119;80.536521;0;0;2;
2;2051029950;2022-08-06T23:19:02.451;0;51730;5204;2728;348.431187;0;0;1;
1;2051024995;2022-07-08T08:12:04.759;0;61286;26544;1368;216.477599;0;0;1;
1;2051026467;2022-07-14T21:45:05.861;0;61286;44333;989;216.477599;0;0;1;
1;2051022184;2022-06-27T18:53:19.714;0;57419;35925;308;684.673587;0;0;1;
2;2051026117;2022-07-13T16:54:03.155;0;65855;7510;2415;490.073298;0;0;1;
5;2051018359;2022-06-08T21:02:02.844;0;46992;58092;3378;1202.583876;0;0;1;
9;2051029980;2022-08-07T10:04:03.177;3;59767;70087;5835;507.5967;0;0;1;
13;2051023381;2022-07-02T08:00:03.616;0;57199;20760;7140;745.261881;0;0;1;
7;2051031480;2022-08-15T12:27:02.109;0;53074;36488;5121;6927.401715;0;0;1;
2;2051027867;2022-07-22T15:07:01.810;0;4006;56338;2477;508.943825;0;0;1;
15;2051024147;2022-07-05T12:40:07.609;0;51936;13818;8189;1153.89339;0;0;1;
5;2051019457;2022-06-14T20:02:02.732;0;40479;37413;4148;469.952639;0;0;3;
5;2051017822;2022-06-06T14:33:07.985;0;61091;65888;3459;755.219829;0;0;1;
8;2051025648;2022-07-11T21:47:07.816;0;9391;41946;5760;392.06726;0;0;2;
1;2051023104;2022-06-30T20:10:03.617;0;66747;61037;442;227.965881;0;0;1;
5;2051018334;2022-06-08T19:03:02.353;0;61091;19442;3499;755.219829;0;0;1;
1;2051021650;2022-06-25T10:36:51.143;0;57399;57666;1063;652.687451;0;0;1;
15;2051026757;2022-07-17T07:43:08.292;2;58583;49724;8594;635.702899;0;0;3;
1;2051023325;2022-07-01T20:42:02.156;0;66747;66869;543;227.965881;0;0;1;
1;2051023896;2022-07-04T15:19:04.878;0;54270;68273;190;376.97946;0;0;1;
1;2051022082;2022-06-27T12:06:08.600;0;44241;32794;652;1381.859271;0;0;1;
13;2051028999;2022-08-01T09:09:02.386;0;61286;21120;7403;216.477599;0;0;1;
1;2051025214;2022-07-09T00:39:02.820;0;65705;32894;513;2833.111645;0;0;1;
1;2051025720;2022-07-12T09:58:04.116;0;65705;9531;712;2833.111645;0;0;1;
1;2051027045;2022-07-18T13:41:04.092;0;65705;63766;358;2833.111645;0;0;1;
13;2051019199;2022-06-13T16:33:02.798;0;14468;52889;7478;80.989155;0;0;1;
13;2051022869;2022-06-29T22:36:12.604;0;14468;35504;6959;80.989155;0;0;1;
1;2051031158;2022-08-13T16:40:02.390;0;57051;46116;806;1494.7699;0;0;1;
1;2051031724;2022-08-16T07:49:09.705;0;57051;6798;929;1494.7699;0;0;1;
15;2051034848;2022-08-26T21:28:01.921;0;58583;4047;8516;635.702899;0;0;2;
1;2051018113;2022-06-07T21:46:03.112;0;66747;23940;204;227.965881;0;0;1;
2;2051021886;2022-06-26T13:57:03.416;0;22796;16828;2407;897.756431;0;0;1;
5;2051021600;2022-06-24T22:43:03.954;0;4006;7714;3467;508.943825;0;0;1;
8;2051026273;2022-07-14T10:05:09.370;0;14468;56975;5225;80.989155;0;0;1;
2;2051017140;2022-06-02T10:57:03.024;0;51476;24830;1871;1127.231092;0;0;1;
7;2051032529;2022-08-18T12:54:10.215;0;14468;53629;5113;80.989155;0;0;5;
5;2051024761;2022-07-07T11:05:06.532;0;55541;8956;3565;439.507614;0;0;1;
5;2051022185;2022-06-27T18:53:20.371;0;4006;41156;3249;508.943825;0;0;1;
5;2051023405;2022-07-02T10:41:03.134;0;4006;7969;3503;508.943825;0;0;1;
5;2051023441;2022-07-02T13:24:04.638;1;4006;7969;3503;508.943825;0;0;1;
1;2051031485;2022-08-15T12:38:03.294;0;22241;12103;626;75.514439;0;0;5;
5;2051033990;2022-08-23T15:08:03.559;0;14468;39574;3709;80.989155;0;0;2;
1;2051030300;2022-08-09T10:35:12.175;0;59253;28172;983;996.538413;0;0;2;
1;2051021522;2022-06-24T15:41:05.836;0;65855;69151;795;490.073298;0;0;1;
1;2051021387;2022-06-23T20:00:19.066;0;4006;57813;210;508.943825;0;0;1;
1;2051021402;2022-06-23T21:17:20.369;0;4006;59886;139;508.943825;0;0;1;
1;2051021516;2022-06-24T15:30:04.925;0;4006;5715;1403;508.943825;0;0;2;
1;2051021869;2022-06-26T12:30:04.633;0;4006;45484;734;508.943825;0;0;1;
1;2051022369;2022-06-28T12:02:22.847;0;4006;57813;210;508.943825;0;0;1;
14;2051024225;2022-07-05T16:52:05.649;0;66747;8165;8096;227.965881;0;0;2;
2;2051024246;2022-07-05T18:30:03.353;0;62790;54947;2533;190.42959;0;0;1;
1;2051021226;2022-06-23T08:09:22.346;1;59253;63842;1573;996.538413;0;0;1;
5;2051028658;2022-07-28T21:39:02.336;1;59253;40963;3397;996.538413;0;0;1;
6;2051028822;2022-07-30T14:34:02.692;1;4006;35645;4306;508.943825;0;0;1;
13;2051025596;2022-07-11T17:25:02.852;0;57720;33860;7593;1023.642568;0;0;1;
1;2051018971;2022-06-12T00:58:02.472;0;17211;2654;1580;65.84747;0;0;1;
1;2051021309;2022-06-23T13:55:42.064;0;17211;31883;604;65.84747;0;0;10;
1;2051023393;2022-07-02T09:58:03.055;1;17211;43311;886;65.84747;0;0;10;
1;2051023824;2022-07-04T12:01:03.717;0;17211;897;777;65.84747;0;0;1;
5;2051026077;2022-07-13T14:00:03.244;0;9391;17989;3375;392.06726;0;0;1;
1;2051024631;2022-07-06T20:36:05.960;3;66969;3245;870;248.355965;0;0;1;
1;2051024766;2022-07-07T11:05:08.769;0;51730;24646;1244;348.431187;0;0;1;
13;2051032080;2022-08-17T09:05:06.132;0;51730;57089;7213;348.431187;0;0;1;
13;2051032185;2022-08-17T13:36:03.045;0;51730;13102;7041;348.431187;0;0;1;
13;2051025973;2022-07-13T08:54:02.633;0;2421;13171;7220;1326.551707;0;0;1;
9;2051029520;2022-08-04T08:44:03.738;3;51732;35238;5893;467.452375;0;0;1;
1;2051031953;2022-08-16T18:54:03.965;0;14468;22843;1100;80.989155;0;0;1;
13;2051026070;2022-07-13T13:27:02.589;0;66747;44720;7306;227.965881;0;0;1;
2;2051026310;2022-07-14T12:17:27.102;0;49576;421;1984;524.042402;0;0;1;
1;2051021750;2022-06-25T18:31:18.432;0;44947;28160;984;235.229579;0;0;2;
5;2051018923;2022-06-11T16:10:03.185;0;51963;54414;3784;572.409578;0;0;1;
5;2051026466;2022-07-14T21:45:05.268;0;51963;19812;3709;572.409578;0;0;1;
1;2051021356;2022-06-23T16:41:18.326;0;43405;67039;1339;782.367092;0;0;1;
1;2051022192;2022-06-27T19:15:56.232;0;43405;50820;1631;782.367092;0;0;1;
1;2051022514;2022-06-28T19:17:44.333;0;43405;48271;202;782.367092;0;0;2;
5;2051021544;2022-06-24T17:29:03.461;0;44947;40988;4015;235.229579;0;0;2;
5;2051026809;2022-07-17T11:42:03.828;1;61148;32653;3367;584.54448;0;0;1;
5;2051023023;2022-06-30T13:57:24.134;0;57720;51740;3381;1023.642568;0;0;1;
1;2051035534;2022-08-29T17:34:04.836;0;52905;56177;1200;481.19305;0;0;1;
1;2051035834;2022-08-30T20:27:03.442;0;52905;46634;1322;481.19305;0;0;1;
15;2051029366;2022-08-03T11:08:02.164;0;59635;49652;8234;785.815732;0;0;1;
5;2051017071;2022-06-01T21:18:03.009;0;59635;65754;3602;785.815732;0;0;1;
2;2051024117;2022-07-05T11:23:05.557;1;54308;37172;2050;458.787667;0;0;1;
2;2051025187;2022-07-08T20:54:02.734;2;63301;13885;1956;1677.817245;0;0;1;
2;2051035240;2022-08-28T18:32:02.201;0;66856;51262;2596;40.9526;0;0;2;
5;2051031883;2022-08-16T15:06:03.003;0;45355;57426;3831;1171.826318;0;0;2;
5;2051036107;2022-08-31T21:02:01.983;0;21700;54515;3233;97.715059;0;0;5;
7;2051034658;2022-08-26T09:44:02.432;0;44947;24684;5067;235.229579;0;0;2;
5;2051024605;2022-07-06T19:31:03.802;0;48134;65288;3861;487.820905;0;0;1;
7;2051029169;2022-08-02T11:25:03.466;0;4006;65045;4942;508.943825;0;0;1;
5;2051020111;2022-06-18T07:31:24.347;0;62246;52457;4071;296.852465;0;0;1;
5;2051020900;2022-06-21T21:27:07.286;0;62246;52457;4071;296.852465;0;0;1;
5;2051030151;2022-08-08T12:58:02.715;0;45931;39542;3464;144.325584;0;0;2;
15;2051031978;2022-08-16T20:20:07.515;0;45931;33888;8209;144.325584;0;0;1;
13;2051026957;2022-07-18T08:24:02.902;1;47085;66365;7535;274.317758;0;0;1;
2;2051026333;2022-07-14T13:23:15.532;0;56995;52768;2113;421.865665;0;0;1;
2;2051022170;2022-06-27T17:58:18.358;0;50316;7513;2659;549.917979;0;0;1;
2;2051029779;2022-08-05T16:02:02.388;0;47382;36250;2682;57.161208;0;0;3;
5;2051024740;2022-07-07T09:48:02.583;0;36947;18745;3946;1343.159064;0;0;1;
5;2051024759;2022-07-07T10:43:03.431;0;36947;19195;3721;1343.159064;0;0;1;
5;2051024575;2022-07-06T17:42:05.119;0;1064;204;4245;452.547784;0;0;1;
13;2051028397;2022-07-27T08:40:03.478;0;13273;41918;7650;858.71136;0;0;1;
1;2051030626;2022-08-10T21:37:01.987;0;61073;60061;1085;2489.540885;0;0;1;
1;2051031001;2022-08-12T17:43:02.552;0;61073;52062;1083;2489.540885;0;0;1;
5;2051032667;2022-08-18T22:43:02.911;0;57720;40805;3330;1023.642568;0;0;2;
13;2051029199;2022-08-02T13:03:04.115;0;57554;21366;7468;699.157875;0;0;2;
13;2051035762;2022-08-30T16:08:03.859;3;66654;53580;7028;90.181936;0;0;1;
1;2051026984;2022-07-18T10:03:03.613;0;66747;59145;1175;227.965881;0;0;1;
1;2051018509;2022-06-09T13:15:03.411;0;43405;32082;1026;782.367092;0;0;2;
1;2051019428;2022-06-14T17:52:02.059;0;43405;48271;821;782.367092;0;0;2;
1;2051028559;2022-07-28T10:56:08.320;0;57297;68520;1171;1395.125758;0;0;1;
5;2051025012;2022-07-08T09:18:05.105;0;1064;353;3584;452.547784;0;0;1;
1;2051021863;2022-06-26T12:19:04.498;0;48979;2280;720;386.948185;0;0;1;
2;2051025549;2022-07-11T13:47:04.120;0;36947;17018;2401;1343.159064;0;0;1;
1;2051021547;2022-06-24T17:51:03.361;1;47382;48224;1435;57.161208;0;0;1;
1;2051021579;2022-06-24T20:25:03.391;0;47382;48224;1435;57.161208;0;0;1;
1;2051021596;2022-06-24T22:12:03.515;1;47382;15473;1435;57.161208;0;0;1;
